cliente_id,contrato_id,edad,provincia,antiguedad_meses,cuota_mensual,canal,producto,ingresos_mensuales,incidencias_12m,satisfaccion,fecha_alta,abandono
CLI-003642,CTR-003642,42,Madrid,89,51.18,Tienda,Estándar,,1,6,2019-04-18,No
CLI-002581,CTR-002581,65,Valencia,12,21.92,Aplicación,Estándar,1777.43,0,6,2025-09-12,No
CLI-001217,CTR-001217,41,Madrid,24,50.84,Web,Premium,3089.51,3,5,2024-09-22,Sí
CLI-006400,CTR-006400,22,Zaragoza,30,47.38,Teléfono,Básico,2762.04,0,,2024-03-20,No
CLI-001294,CTR-001294,45,Zaragoza,86,78.63,Tienda,Empresa,2586.44,4,,2019-07-08,No
CLI-007519,CTR-007519,42,Alicante,30,87.63,Web,Estándar,1703.21,0,3,2024-03-15,Sí
CLI-007558,CTR-007558,47,Barcelona,1,44.21,Tienda,Estándar,1227.76,4,6,2026-08-17,Sí
CLI-004259,CTR-004259,44,Sevilla,76,41.1,Tienda,Empresa,2642.83,4,,2020-05-12,No
CLI-005772,CTR-005772,40,Madrid,13,96.43,Teléfono,Estándar,969.75,4,9,2025-08-02,Sí
CLI-007516,CTR-007516,28,Zaragoza,38,68.18,Aplicación,Premium,2677.47,3,2,2023-07-10,Sí
CLI-001187,CTR-001187,47,Madrid,37,73.83,Web,Estándar,3036.8,1,7,2023-08-27,No
CLI-008240,CTR-008240,44,Valencia,89,80.49,Web,Básico,2523.99,2,8,2019-04-16,No
CLI-006576,CTR-006576,57,Málaga,81,73.58,Teléfono,Estándar,3406.06,1,,2019-12-02,No
CLI-003715,CTR-003715,65,Barcelona,43,59.17,Tienda,Estándar,,0,,2023-02-19,No
CLI-009341,CTR-009341,42,Barcelona,18,66.27,Tienda,Premium,3340.02,3,7,2025-03-13,No
CLI-006181,CTR-006181,49,Madrid,93,45.03,Tienda,Básico,3020.36,1,8,2018-12-23,No
CLI-002901,CTR-002901,21,Murcia,31,98.66,Aplicación,Premium,1721.17,6,,2024-02-14,Sí
CLI-008785,CTR-008785,19,Valencia,23,49.62,WEB,Estándar,,6,6,2024-10-06,Sí
CLI-001022,CTR-001022,44,Valencia,64,68.36,Web,Premium,2042.63,3,8,2021-05-09,No
CLI-004763,CTR-004763,54,Sevilla,47,58.68,Tienda,Estándar,,6,,2022-10-03,Sí
CLI-004055,CTR-004055,48,Madrid,60,90.27,Web,Premium,2228.41,4,6,2021-09-13,No
CLI-009184,CTR-009184,55,Sevilla,43,71.5,Web,Estándar,2076.89,3,5,2023-02-04,No
CLI-001191,CTR-001191,62,Madrid,21,96.03,Web,Empresa,1942.61,3,,2024-12-02,Sí
CLI-009838,CTR-009838,36,Sevilla,11,44.25,Aplicación,Estándar,2623.85,0,7,2025-10-02,No
CLI-002910,CTR-002910,31,Barcelona,41,66.8,Web,Empresa,3876.88,3,7,2023-04-20,No
CLI-009409,CTR-009409,22,Sevilla,11,77.61,Teléfono,Premium,3247.29,7,,2025-10-22,No
CLI-000032,CTR-000032,60,Alicante,33,38.73,Web,Empresa,,2,7,2023-12-25,No
CLI-009689,CTR-009689,49,Barcelona,58,101.33,Tienda,Premium,2831.37,3,,2021-11-13,No
CLI-006352,CTR-006352,44,Málaga,25,44.4,Aplicación,Estándar,1887.12,3,8,2024-08-16,No
CLI-002610,CTR-002610,38,Murcia,62,49.99,Web,Básico,,3,7,2021-07-11,No
CLI-007179,CTR-007179,43,Barcelona,10,53.19,Aplicación,Estándar,2201.72,6,4,2025-11-21,Sí
CLI-008623,CTR-008623,45,Madrid,21,72.57,Web,Básico,1880.75,3,,2024-12-28,No
CLI-005141,CTR-005141,66,Sevilla,8,60.96,Web,Empresa,1598.39,6,6,2026-01-09,Sí
CLI-006620,CTR-006620,31,Valencia,37,45.65,Teléfono,Estándar,3902.74,2,7,2023-08-26,Sí
CLI-001620,CTR-001620,41,Alicante,16,78.4,Aplicación,Básico,2142.09,5,7,2025-05-19,Sí
CLI-005410,CTR-005410,30,Valencia,43,59.23,Tienda,Estándar,2559.59,2,,2023-02-23,No
CLI-004359,CTR-004359,52,Málaga,25,56.97,Tienda,Premium,2986,1,,2024-08-25,No
CLI-001954,CTR-001954,50,Madrid,32,69.26,Tienda,Empresa,,1,8,2024-01-26,No
CLI-006080,CTR-006080,36,Sevilla,47,75.84,Teléfono,Estándar,916,4,5,2022-10-18,Sí
CLI-005479,CTR-005479,34,Madrid,56,47.07,Web,Estándar,,3,7,2022-01-01,No
CLI-005179,CTR-005179,49,Zaragoza,13,79.32,Web,Estándar,1476.61,0,5,2025-08-11,Sí
CLI-004799,CTR-004799,23,Málaga,56,46.54,Teléfono,Premium,2374.47,5,9,2022-01-25,No
CLI-005255,CTR-005255,58,Valencia,58,42.01,Tienda,Estándar,,2,,2021-11-27,No
CLI-004067,CTR-004067,47,Madrid,62,67.49,Web,Estándar,2321.5,5,,2021-07-24,No
CLI-001570,CTR-001570,27,Madrid,37,52.2,Tienda,Estándar,1183.29,2,8,2023-08-15,No
CLI-001691,CTR-001691,27,Madrid,56,65.18,Teléfono,Estándar,,2,8,2022-01-08,No
CLI-004795,CTR-004795,53,Valencia,80,85.16,Teléfono,Premium,5176.31,0,,2020-01-01,No
CLI-007280,CTR-007280,31,Valencia,43,68.44,Tienda,Básico,2068.8,1,,2023-02-15,No
CLI-001587,CTR-001587,48,Sevilla,21,68.04,Web,Premium,1441.92,2,8,2024-12-13,No
CLI-005961,CTR-005961,34,Sevilla,33,37.21,Tienda,Básico,,4,,2023-12-19,No
CLI-007827,CTR-007827,51,Málaga,17,51.48,Web,Básico,2388.68,4,9,2025-04-21,No
CLI-003681,CTR-003681,57,Madrid,11,76.66,Web,Básico,,4,3,2025-10-12,Sí
CLI-004413,CTR-004413,41,Madrid,94,77.71,Aplicación,Premium,2121.82,3,,2018-11-24,No
CLI-001984,CTR-001984,55,Murcia,52,81.57,Tienda,Premium,1630.61,0,,2022-05-25,No
CLI-008624,CTR-008624,36,Barcelona,26,112.2,Teléfono,Básico,2977.93,0,10,2024-07-28,No
CLI-004480,CTR-004480,18,Barcelona,3,22.38,Web,Premium,,4,,2026-06-19,Sí
CLI-002895,CTR-002895,44,Sevilla,38,91.17,Web,Estándar,2358.64,1,4,2023-07-11,Sí
CLI-006956,CTR-006956,22,Barcelona,18,49.43,Teléfono,Básico,750,3,4,2025-03-01,Sí
CLI-005189,CTR-005189,47,Madrid,27,72.61,Teléfono,Premium,3031,3,,2024-06-24,No
CLI-004965,CTR-004965,62,Barcelona,45,48.46,Teléfono,Premium,2560.67,5,4,2022-12-25,Sí
CLI-004294,CTR-004294,44,Madrid,24,68.02,Teléfono,Estándar,2525.12,4,,2024-09-26,Sí
CLI-004353,CTR-004353,47,Barcelona,65,65.61,Tienda,Básico,,0,,2021-04-22,No
CLI-000754,CTR-000754,18,Barcelona,81,79.49,Tienda,Estándar,2194.83,0,7,2019-12-18,No
CLI-006731,CTR-006731,39,Valencia,23,66.4,Web,Básico,2091.95,3,7,2024-10-03,Sí
CLI-003435,CTR-003435,18,Alicante,11,57.66,Teléfono,Estándar,1995.77,2,6,2025-10-08,No
CLI-007674,CTR-007674,44,Barcelona,16,55.95,Web,Estándar,2902.22,0,,2025-05-11,No
CLI-002303,CTR-002303,40,Sevilla,55,49.46,Teléfono,Premium,2234.27,2,8,2022-02-22,No
CLI-000207,CTR-000207,18,Alicante,8,111.02,Tienda,Premium,2537.52,4,7,2026-01-22,Sí
CLI-003917,CTR-003917,37,Zaragoza,66,334.46,Web,Básico,13167.72,3,8,2021-03-03,No
CLI-008428,CTR-008428,50,Málaga,35,59.27,Teléfono,Básico,2671.13,0,,2023-10-23,No
CLI-008452,CTR-008452,19,Barcelona,28,75.64,Web,Básico,2596.34,6,,2024-05-27,No
CLI-000041,CTR-009891,26,Málaga,29,63.17,Aplicación,Básico,3802.91,4,,2024-04-21,Sí
CLI-006406,CTR-006406,56,Madrid,79,64.83,Tienda,Básico,,2,7,2020-02-10,No
CLI-007835,CTR-007835,45,Málaga,13,34.16,Aplicación,Básico,2758.69,5,5,2025-08-13,Sí
CLI-006300,CTR-006300,34,Málaga,2,43.52,Web,Premium,2363.55,5,,2026-07-02,Sí
CLI-000994,CTR-000994,38,Barcelona,44,71.98,Web,Premium,2574.09,4,5,2023-01-27,Sí
CLI-007399,CTR-007399,48,Madrid,23,79.89,Web,Premium,,0,,2024-10-08,No
CLI-005693,CTR-005693,46,Alicante,26,50.94,Aplicación,Estándar,2983.28,0,7,2024-07-07,Sí
CLI-005024,CTR-005024,18,Madrid,9,63.4,Web,Premium,3753.51,5,7,2025-12-03,No
CLI-004707,CTR-004707,55,Málaga,21,53.47,Web,Empresa,2142.44,5,6,2024-12-17,Sí
CLI-002596,CTR-002596,32,Sevilla,43,51.75,Web,Empresa,,2,,2023-02-10,Sí
CLI-008743,CTR-008743,39,Sevilla,20,240.87,Web,Premium,6391.14,0,7,2025-01-25,No
CLI-004899,CTR-004899,44,Zaragoza,40,10.03,Web,Básico,3334.11,3,,2023-05-16,No
CLI-008921,CTR-008921,18,Valencia,63,74.52,Web,Básico,3222.33,1,,2021-06-10,No
CLI-006892,CTR-006892,53,Barcelona,29,42.78,Tienda,Premium,2811.21,8,5,2024-04-03,Sí
CLI-001440,CTR-001440,25,Madrid,38,69.68,Teléfono,Premium,2115.75,7,7,2023-07-02,Sí
CLI-008259,CTR-008259,47,Málaga,52,64.54,Web,Estándar,3592.23,0,7,2022-05-28,No
CLI-003352,CTR-003352,44,Valencia,1,81.86,web,Estándar,1815.73,2,6,2026-08-15,Sí
CLI-004392,CTR-004392,47,Murcia,63,67.37,Web,Premium,2982.67,0,4,2021-06-08,No
CLI-006627,CTR-006627,41,Málaga,37,59.36,Tienda,Premium,2364.93,0,7,2023-08-01,No
CLI-002027,CTR-002027,39,Murcia,59,81.93,Web,Estándar,3354.98,1,10,2021-10-10,No
CLI-003569,CTR-003569,18,Sevilla,50,51.97,Teléfono,Premium,4006.65,2,8,2022-07-12,No
CLI-002522,CTR-002522,47,Zaragoza,10,37.64,Web,Básico,1731.05,6,5,2025-11-20,Sí
CLI-000620,CTR-000620,52,Valencia,71,43.75,Web,Estándar,1609.15,1,8,2020-10-05,No
CLI-006745,CTR-006745,59,Málaga,26,45.45,Web,Premium,2617.02,8,7,2024-07-27,Sí
CLI-008434,CTR-008434,68,Madrid,41,69.94,Web,Estándar,,1,8,2023-04-11,No
CLI-001023,CTR-001023,42,Sevilla,44,18.63,Tienda,Premium,3338.24,2,,2023-01-12,No
CLI-008911,CTR-008911,44,Madrid,96,47.62,Web,Premium,1423.08,2,7,2018-09-28,No
CLI-005480,CTR-005480,39,Barcelona,55,34.41,Web,Premium,,3,10,2022-02-27,No
CLI-006037,CTR-006037,29,Barcelona,66,69.55,Web,Premium,2702.07,6,6,2021-03-02,No
CLI-000421,CTR-000421,45,Barcelona,29,64.69,Web,Estándar,,2,6,2024-04-18,No
CLI-001358,CTR-001358,46,Madrid,28,76.48,Teléfono,Estándar,,6,5,2024-05-17,Sí
CLI-000711,CTR-000711,18,Madrid,33,48.61,Web,Básico,2054.18,4,5,2023-12-10,Sí
CLI-004462,CTR-004462,48,Málaga,63,46.22,Web,Básico,3246.53,2,,2021-06-06,No
CLI-002018,CTR-002018,58,Barcelona,41,81.65,Teléfono,Empresa,3871.1,0,7,2023-04-14,No
CLI-006832,CTR-006832,33,Alicante,21,89.59,Web,Estándar,3275.19,2,6,2024-12-22,No
CLI-006059,CTR-006059,22,Barcelona,52,76.64,Web,Básico,3274.62,0,10,2022-05-19,No
CLI-004647,CTR-004647,54,Madrid,60,64.11,Web,Estándar,3926.06,4,5,2021-09-09,No
CLI-006075,CTR-006075,40,Madrid,54,88.19,Teléfono,Estándar,1115.08,1,,2022-03-22,No
CLI-002678,CTR-002678,43,Barcelona,40,101.61,Aplicación,Estándar,2591.93,2,6,2023-05-04,Sí
CLI-001125,CTR-001125,30,Alicante,20,90.99,Web,Básico,1926.81,3,5,2025-01-07,Sí
CLI-000861,CTR-000861,42,Barcelona,91,79.77,Tienda,Empresa,1925.11,0,,2019-02-22,No
CLI-007024,CTR-007024,41,Sevilla,32,47.48,Teléfono,Estándar,2986.09,3,6,2024-01-23,Sí
CLI-009043,CTR-009043,35,Zaragoza,26,50.01,Teléfono,Premium,2075.91,3,5,2024-07-24,Sí
CLI-006288,CTR-006288,44,Barcelona,34,74.42,Web,Empresa,3401.32,7,5,2023-11-17,Sí
CLI-003292,CTR-003292,31,Madrid,34,70.85,Web,Estándar,1685.05,1,10,2023-11-09,No
CLI-008496,CTR-008496,27,Sevilla,87,85.01,Web,Empresa,3019.58,0,9,2019-06-05,No
CLI-003824,CTR-003824,48,Zaragoza,76,39.04,Web,Estándar,2219.17,0,,2020-05-06,No
CLI-004605,CTR-004605,18,Murcia,44,45.73,Tienda,Básico,,3,7,2023-01-03,No
CLI-008378,CTR-008378,37,Murcia,30,37.61,web,Premium,,3,8,2024-03-24,No
CLI-006497,CTR-006497,33,Barcelona,61,73.26,Tienda,Premium,2120.59,2,,2021-08-10,No
CLI-007933,CTR-007933,63,Madrid,10,83.68,Web,Estándar,,2,8,2025-11-01,Sí
CLI-008972,CTR-008972,58,Barcelona,89,50.72,Teléfono,Empresa,3235.43,4,5,2019-04-02,No
CLI-002379,CTR-002379,48,Madrid,36,105.88,Tienda,Básico,10475.28,1,7,2023-09-27,No
CLI-001519,CTR-001519,21,Málaga,42,53.91,web,Básico,1341.53,9,6,2023-03-26,Sí
CLI-003101,CTR-003101,27,Madrid,24,69.02,Web,Estándar,2851.99,1,,2024-09-22,Sí
CLI-009471,CTR-009471,54,Valencia,31,42.54,Teléfono,Estándar,3817.57,2,,2024-02-03,Sí
CLI-002226,CTR-002226,53,Zaragoza,85,66.2,WEB,Básico,2529.82,4,7,2019-08-01,No
CLI-007472,CTR-007472,46,Murcia,28,74.09,Aplicación,Estándar,2104.26,3,,2024-05-08,No
CLI-000841,CTR-000841,18,Barcelona,17,68.77,Web,Estándar,849.84,3,10,2025-04-26,Sí
CLI-002456,CTR-002456,43,Barcelona,76,67.36,Tienda,Empresa,2139.79,1,8,2020-05-06,No
CLI-008931,CTR-008931,48,Madrid,63,94.63,Web,Estándar,2051.88,4,7,2021-06-25,No
CLI-002629,CTR-002629,42,Madrid,54,39.32,Web,Estándar,3377.78,0,6,2022-03-07,No
CLI-006547,CTR-006547,49,Valencia,33,35.15,Web,Premium,4564.87,3,8,2023-12-26,No
CLI-008974,CTR-008974,49,Barcelona,12,73.82,Teléfono,Empresa,991.48,4,5,2025-09-22,Sí
CLI-005340,CTR-005340,59,Valencia,79,90.29,Web,Premium,,2,,2020-02-28,No
CLI-009373,CTR-009373,50,Málaga,31,74.85,Web,Empresa,3308.22,5,2,2024-02-08,Sí
CLI-001443,CTR-001443,36,Barcelona,55,49.38,Aplicación,Premium,3013.79,3,,2022-02-20,No
CLI-000326,CTR-000326,32,Sevilla,26,78.32,Teléfono,Estándar,2851.48,4,,2024-07-08,Sí
CLI-008658,CTR-008658,34,Madrid,22,63.76,Teléfono,Básico,1975.37,4,,2024-11-05,Sí
CLI-003755,CTR-003755,40,Madrid,47,48.62,Tienda,Estándar,3264.72,2,7,2022-10-10,No
CLI-002356,CTR-002356,45,Sevilla,48,52.83,Web,Estándar,2069.31,4,4,2022-09-21,No
CLI-001743,CTR-001743,54,Valencia,54,83,Web,Básico,2923.66,2,,2022-03-18,No
CLI-009727,CTR-009727,24,Barcelona,19,39.37,Web,Básico,2449.52,1,6,2025-02-03,No
CLI-002830,CTR-002830,35,Madrid,75,51.37,Tienda,Básico,2330.05,2,,2020-06-11,No
CLI-006480,CTR-006480,33,Sevilla,57,73.97,Teléfono,Premium,,2,8,2021-12-09,No
CLI-008042,CTR-008042,38,Barcelona,1,77.76,,Estándar,2958.02,8,4,2026-08-26,Sí
CLI-003072,CTR-003072,36,Madrid,9,62.39,Tienda,Básico,2805.9,3,7,2025-12-08,Sí
CLI-002857,CTR-002857,54,Madrid,34,53.24,Web,Básico,1073.38,3,8,2023-11-07,No
CLI-006863,CTR-006863,35,Zaragoza,28,27.72,Tienda,Básico,2997.19,2,,2024-05-15,No
CLI-007984,CTR-007984,54,Barcelona,37,25.73,Web,Estándar,1754.54,2,4,2023-08-05,Sí
CLI-006567,CTR-006567,32,Málaga,2,49.67,Aplicación,Estándar,2160.47,2,5,2026-07-10,Sí
CLI-000090,CTR-000090,50,Murcia,19,40.99,Tienda,Básico,1235.99,3,6,2025-02-25,Sí
CLI-008469,CTR-008469,61,Valencia,44,76.44,Web,Básico,3382.96,4,,2023-01-03,Sí
CLI-006016,CTR-006016,34,Madrid,30,66.73,Tienda,Premium,1485.4,4,,2024-03-07,Sí
CLI-001641,CTR-001641,38,Zaragoza,46,40.08,Web,Básico,,5,5,2022-11-10,Sí
CLI-008819,CTR-008819,43,Málaga,8,58.65,Web,Estándar,2043.55,2,6,2026-01-27,Sí
CLI-009798,CTR-009798,48,Zaragoza,26,34.96,Web,Estándar,2976.48,2,7,2024-07-07,No
CLI-007226,CTR-007226,60,Barcelona,14,52.7,Teléfono,Estándar,3736.21,3,4,2025-07-12,Sí
CLI-006903,CTR-006903,65,Zaragoza,13,126.14,Aplicación,Estándar,1790.69,5,5,2025-08-01,Sí
CLI-002309,CTR-002309,46,Murcia,33,66.92,Tienda,Estándar,,2,,2023-12-22,No
CLI-006061,CTR-006061,47,Barcelona,32,61.93,Tienda,Premium,2416.49,1,9,2024-01-05,No
CLI-001133,CTR-001133,18,Madrid,4,67.08,Aplicación,Estándar,,4,,2026-05-04,Sí
CLI-002654,CTR-002654,25,Valencia,26,71.28,Tienda,Estándar,1610.85,4,3,2024-07-09,Sí
CLI-006373,CTR-006373,31,Madrid,19,44.4,Tienda,Estándar,,8,,2025-02-15,Sí
CLI-007444,CTR-007444,38,Málaga,26,71.55,WEB,Básico,,1,9,2024-07-25,No
CLI-008004,CTR-008004,59,Murcia,62,65,Web,Básico,1863.23,2,9,2021-07-08,No
CLI-002011,CTR-002011,44,Madrid,42,68.69,Tienda,Empresa,2586.9,5,,2023-03-15,Sí
CLI-001751,CTR-001751,40,Madrid,10,63.23,Web,Premium,2325.85,0,8,2025-11-24,No
CLI-006399,CTR-006399,56,Sevilla,15,61.52,Web,Premium,2433.18,0,7,2025-06-06,No
CLI-004999,CTR-004999,46,Barcelona,29,63.93,Teléfono,Estándar,750,3,6,2024-04-26,Sí
CLI-007544,CTR-007544,62,Barcelona,76,15.11,Aplicación,Premium,,0,9,2020-05-21,No
CLI-005987,CTR-005987,21,Sevilla,15,55.39,Tienda,Básico,2338.76,6,5,2025-06-24,Sí
CLI-000017,CTR-009867,47,Madrid,52,63.28,Teléfono,Premium,2933.7,2,,2022-05-15,No
CLI-005251,CTR-005251,48,Valencia,32,38.49,Tienda,Premium,858.22,0,5,2024-01-02,Sí
CLI-000987,CTR-000987,56,Sevilla,76,61.11,Teléfono,Estándar,1452.47,4,8,2020-05-24,No
CLI-004886,CTR-004886,18,Madrid,52,77.17,Web,Estándar,2844.48,2,5,2022-05-08,No
CLI-001741,CTR-001741,38,Barcelona,43,85.2,Web,Básico,2945.29,4,6,2023-02-02,Sí
CLI-005792,CTR-005792,41,Alicante,66,87.3,Web,Estándar,2250.16,2,7,2021-03-18,No
CLI-009592,CTR-009592,62,Zaragoza,59,105.14,Web,Premium,1575.69,1,5,2021-10-11,No
CLI-005666,CTR-005666,40,Madrid,80,86.31,Web,Premium,,3,5,2020-01-20,No
CLI-002801,CTR-002801,54,Murcia,8,55.33,web,Estándar,2778,2,5,2026-01-25,No
CLI-007292,CTR-007292,41,Madrid,16,48.61,Web,Estándar,2302.27,5,,2025-05-14,Sí
CLI-009219,CTR-009219,37,Madrid,77,50.81,Tienda,Básico,2380.08,1,,2020-04-14,No
CLI-002173,CTR-002173,52,Alicante,25,84.96,Aplicación,Premium,3937.63,5,,2024-08-26,No
CLI-000069,CTR-009919,18,Madrid,7,66.72,Web,Estándar,1166.82,1,7,2026-02-26,No
CLI-006498,CTR-006498,37,Sevilla,13,74.11,Teléfono,Básico,2480.4,5,6,2025-08-10,Sí
CLI-008467,CTR-008467,26,Madrid,2,91.4,Teléfono,Estándar,985.52,4,7,2026-07-15,Sí
CLI-005130,CTR-005130,38,Barcelona,62,49.2,Web,Premium,4528.08,3,8,2021-07-02,No
CLI-009771,CTR-009771,41,Barcelona,42,58.99,Web,Básico,2054.85,0,,2023-03-10,No
CLI-007160,CTR-007160,38,Zaragoza,5,74.66,Web,Empresa,1454.57,2,5,2026-04-28,Sí
CLI-009044,CTR-009044,50,Madrid,37,99.8,Aplicación,Estándar,3248.35,5,,2023-08-23,Sí
CLI-005577,CTR-005577,37,Madrid,37,38.46,Tienda,Básico,2839.55,4,,2023-08-20,No
CLI-000587,CTR-000587,33,Madrid,41,49.12,Tienda,Premium,2153.95,2,7,2023-04-12,Sí
CLI-008050,CTR-008050,21,Madrid,13,65.71,Web,Básico,2892.89,5,6,2025-08-20,Sí
CLI-002920,CTR-002920,21,Barcelona,43,74.38,Aplicación,Premium,2221.98,4,,2023-02-14,Sí
CLI-008633,CTR-008633,36,Madrid,83,57.85,Web,Básico,3679.65,1,,2019-10-05,No
CLI-008449,CTR-008449,66,Madrid,64,64.67,Web,Básico,,3,8,2021-05-24,No
CLI-006005,CTR-006005,51,Málaga,49,81.52,Aplicación,Empresa,3447.56,4,9,2022-08-10,No
CLI-009796,CTR-009796,44,Barcelona,68,97.16,Tienda,Básico,,2,7,2021-01-09,No
CLI-002504,CTR-002504,38,Alicante,12,90.45,Teléfono,Estándar,2424.48,1,7,2025-09-21,No
CLI-000360,CTR-000360,18,Madrid,39,78.31,Web,Estándar,2853.8,3,5,2023-06-12,Sí
CLI-000638,CTR-000638,62,Málaga,49,76.63,Tienda,Premium,3598.55,2,,2022-08-19,No
CLI-003252,CTR-003252,39,Madrid,24,37.99,Aplicación,Estándar,,2,,2024-09-20,Sí
CLI-005686,CTR-005686,69,Alicante,24,90.55,Web,Premium,,3,9,2024-09-12,No
CLI-009537,CTR-009537,25,Barcelona,45,97.42,Tienda,Estándar,2792.93,3,6,2022-12-20,Sí
CLI-003255,CTR-003255,29,Sevilla,29,74.28,Teléfono,Estándar,1992.6,4,4,2024-04-21,Sí
CLI-004948,CTR-004948,41,Valencia,42,85.19,Web,Empresa,1303.56,4,4,2023-03-01,Sí
CLI-005537,CTR-005537,27,Valencia,15,15.01,Web,Premium,1739.78,4,5,2025-06-28,Sí
CLI-001872,CTR-001872,44,Alicante,78,53.8,Tienda,Premium,3746.53,1,9,2020-03-17,No
CLI-002594,CTR-002594,42,Madrid,33,49.15,Tienda,Empresa,2758.05,2,6,2023-12-15,No
CLI-001078,CTR-001078,48,Madrid,29,69.09,Web,Estándar,2543.53,0,10,2024-04-03,No
CLI-009574,CTR-009574,51,Málaga,53,77.78,Web,Empresa,1902.62,2,6,2022-04-08,No
CLI-005621,CTR-005621,29,Málaga,21,59.9,Web,Básico,3310.81,5,7,2024-12-11,No
CLI-007329,CTR-007329,32,Madrid,9,89.86,Teléfono,Básico,2106.94,3,5,2025-12-12,Sí
CLI-006303,CTR-006303,51,Murcia,15,47.6,Teléfono,Estándar,4396.56,3,,2025-06-16,No
CLI-001508,CTR-001508,76,Barcelona,91,69.74,Web,Básico,3119.76,1,4,2019-02-22,No
CLI-000865,CTR-000865,53,Valencia,48,71.35,Aplicación,Básico,2800.95,4,7,2022-09-27,No
CLI-000639,CTR-000639,41,Barcelona,75,86.37,Tienda,Premium,,2,5,2020-06-24,No
CLI-002778,CTR-002778,41,Murcia,28,63.09,Web,Básico,2250.75,0,,2024-05-20,No
CLI-000255,CTR-000255,39,Valencia,55,16.5,Tienda,Estándar,,1,6,2022-02-05,No
CLI-006593,CTR-006593,60,Málaga,70,75.15,Web,Básico,3714.81,2,9,2020-11-19,No
CLI-009223,CTR-009223,67,Madrid,67,75.77,Tienda,Estándar,2211.71,1,5,2021-02-01,No
CLI-006947,CTR-006947,46,Murcia,17,13.69,Web,Premium,2649.92,5,5,2025-04-12,Sí
CLI-006658,CTR-006658,72,Valencia,66,65,Aplicación,Premium,3619.98,1,7,2021-03-21,No
CLI-006466,CTR-006466,26,Valencia,27,56.8,Teléfono,Básico,3767.34,3,,2024-06-10,Sí
CLI-006810,CTR-006810,59,Madrid,76,40,Web,Premium,1141.31,3,5,2020-05-20,No
CLI-009065,CTR-009065,49,Murcia,88,34.47,Teléfono,Premium,3147.16,3,,2019-05-19,No
CLI-003308,CTR-003308,40,Valencia,88,46.75,Web,Básico,3464.93,3,6,2019-05-25,No
CLI-009256,CTR-009256,41,Barcelona,63,67.75,Web,Premium,1371.98,4,7,2021-06-20,No
CLI-002649,CTR-002649,39,Madrid,47,80.27,Web,Básico,3260.37,5,5,2022-10-21,Sí
CLI-009120,CTR-009120,50,Madrid,38,34.05,Tienda,Premium,,1,6,2023-07-05,Sí
CLI-006866,CTR-006866,61,Valencia,54,77.02,Tienda,Estándar,2874.57,1,9,2022-03-20,No
CLI-006783,CTR-006783,42,Madrid,45,70.95,Tienda,Estándar,2409.51,4,4,2022-12-26,Sí
CLI-001665,CTR-001665,40,Valencia,28,76.79,Tienda,Premium,1575.97,8,8,2024-05-20,Sí
CLI-009122,CTR-009122,43,Valencia,20,31.63,Web,Estándar,3272.69,1,6,2025-01-10,No
CLI-007467,CTR-007467,40,Valencia,27,83.1,WEB,Estándar,2580.76,7,,2024-06-06,Sí
CLI-002916,CTR-002916,42,Madrid,23,68,Teléfono,Estándar,1713.1,0,,2024-10-07,Sí
CLI-001749,CTR-001749,19,Madrid,28,42.68,WEB,Básico,2305.85,7,,2024-05-17,No
CLI-009297,CTR-009297,28,Madrid,89,48.8,Tienda,Estándar,2594.14,3,5,2019-04-08,No
CLI-000648,CTR-000648,29,Madrid,35,34.14,Web,Estándar,2677.69,4,8,2023-10-28,Sí
CLI-005465,CTR-005465,34,Zaragoza,67,27.18,WEB,Estándar,,0,8,2021-02-14,No
CLI-003971,CTR-003971,41,Murcia,30,44.3,Tienda,Básico,4313.47,0,6,2024-03-21,No
CLI-009519,CTR-009519,41,Barcelona,25,75.86,Web,Premium,2665.02,2,9,2024-08-19,No
CLI-005910,CTR-005910,51,Sevilla,47,66.72,Teléfono,Básico,1366.23,5,,2022-10-02,Sí
CLI-002640,CTR-002640,19,Madrid,6,62.47,Tienda,Premium,1693.87,4,,2026-03-19,Sí
CLI-006114,CTR-006114,34,Madrid,87,55.76,Aplicación,Empresa,3147.25,3,,2019-06-03,No
CLI-003893,CTR-003893,62,Barcelona,33,58.94,Aplicación,Básico,3221.64,8,8,2023-12-14,Sí
CLI-006467,CTR-006467,52,Alicante,56,75.72,Aplicación,Básico,3947.83,2,8,2022-01-19,No
CLI-002639,CTR-002639,58,Barcelona,22,67.8,Web,Estándar,1415.46,5,3,2024-11-22,Sí
CLI-007487,CTR-007487,41,Sevilla,7,82.63,Web,Estándar,2221.47,3,5,2026-02-13,Sí
CLI-004587,CTR-004587,29,Madrid,45,93.57,Aplicación,Básico,,3,6,2022-12-28,Sí
CLI-003931,CTR-003931,47,Valencia,71,62.97,Web,Premium,2830.57,2,7,2020-10-25,No
CLI-006996,CTR-006996,47,Zaragoza,22,61.74,Teléfono,Básico,1804.01,2,,2024-11-14,No
CLI-009097,CTR-009097,42,Valencia,8,47.93,Tienda,Básico,2256.06,0,8,2026-01-11,No
CLI-004794,CTR-004794,49,Zaragoza,41,56.57,Teléfono,Estándar,,7,6,2023-04-22,Sí
CLI-002340,CTR-002340,44,Madrid,30,25.56,Web,Estándar,2811.91,5,10,2024-03-14,No
CLI-007945,CTR-007945,46,Madrid,33,83.03,Web,Empresa,869.02,3,6,2023-12-05,Sí
